Cancer,Articles,Country
Hodgkin lymphoma,0,Bahrain
Kaposi sarcoma,0,Bahrain
Kidney cancer,0,Bahrain
Laryngeal cancer,0,Bahrain
Leukemia,0,Bahrain
Liver cancer,0,Bahrain
Lung cancer,0,Bahrain
Mesothelioma,0,Bahrain
Mouth cancer,0,Bahrain
Multiple myeloma,0,Bahrain
Non-Hodgkin lymphoma,0,Bahrain
Other cancer,0,Bahrain
Ovarian cancer,0,Bahrain
Pancreatic cancer,0,Bahrain
Penile cancer,0,Bahrain
Prostate cancer,1,Bahrain
Rectal cancer,0,Bahrain
Salivary gland cancer,0,Bahrain
Skin cancer,0,Bahrain
Stomach cancer,0,Bahrain
Testicular cancer,0,Bahrain
Throat cancer,0,Bahrain
Thyroid cancer,0,Bahrain
Undetermined cancer,0,Bahrain
Uterine cancer,0,Bahrain
Vaginal cancer,0,Bahrain
Vulvar cancer,0,Bahrain
Anal cancer,0,Philippines
Bladder cancer,0,Philippines
Brain cancer,0,Philippines
Breast cancer,5,Philippines
Cervical cancer,3,Philippines
Colon cancer,0,Philippines
Colorectal cancer,1,Philippines
Esophageal cancer,0,Philippines
Gallbladder cancer,0,Philippines
Hodgkin lymphoma,0,Philippines
Kaposi sarcoma,0,Philippines
Kidney cancer,0,Philippines
Laryngeal cancer,0,Philippines
Leukemia,0,Philippines
Liver cancer,0,Philippines
Lung cancer,0,Philippines
Mesothelioma,0,Philippines
Mouth cancer,0,Philippines
Multiple myeloma,0,Philippines
Non-Hodgkin lymphoma,0,Philippines
Other cancer,0,Philippines
Ovarian cancer,0,Philippines
Pancreatic cancer,0,Philippines
Penile cancer,0,Philippines
Prostate cancer,0,Philippines
Rectal cancer,0,Philippines
Salivary gland cancer,0,Philippines
Skin cancer,0,Philippines
Stomach cancer,0,Philippines
Testicular cancer,0,Philippines
Throat cancer,0,Philippines
Thyroid cancer,0,Philippines
Undetermined cancer,0,Philippines
Uterine cancer,0,Philippines
Vaginal cancer,0,Philippines
Vulvar cancer,0,Philippines
Anal cancer,13,United Kingdom
Bladder cancer,136,United Kingdom
Brain cancer,78,United Kingdom
Breast cancer,1129,United Kingdom
Cervical cancer,74,United Kingdom
Colon cancer,44,United Kingdom
Colorectal cancer,553,United Kingdom
Esophageal cancer,21,United Kingdom
Gallbladder cancer,5,United Kingdom
Hodgkin lymphoma,52,United Kingdom
Kaposi sarcoma,3,United Kingdom
Kidney cancer,98,United Kingdom
Laryngeal cancer,3,United Kingdom
Leukemia,541,United Kingdom
Liver cancer,48,United Kingdom
Lung cancer,48,United Kingdom
Mesothelioma,74,United Kingdom
Mouth cancer,2,United Kingdom
Multiple myeloma,177,United Kingdom
Non-Hodgkin lymphoma,103,United Kingdom
Other cancer,0,United Kingdom
Ovarian cancer,284,United Kingdom
Pancreatic cancer,106,United Kingdom
Penile cancer,3,United Kingdom
Prostate cancer,569,United Kingdom
Rectal cancer,108,United Kingdom
Salivary gland cancer,1,United Kingdom
Skin cancer,278,United Kingdom
Stomach cancer,25,United Kingdom
Testicular cancer,15,United Kingdom
Throat cancer,0,United Kingdom
Thyroid cancer,23,United Kingdom
Undetermined cancer,0,United Kingdom
Uterine cancer,44,United Kingdom
Vaginal cancer,0,United Kingdom
Vulvar cancer,4,United Kingdom
Anal cancer,0,Estonia
Bladder cancer,0,Estonia
Brain cancer,0,Estonia
Breast cancer,1,Estonia
Cervical cancer,2,Estonia
Colon cancer,1,Estonia
Colorectal cancer,1,Estonia
Esophageal cancer,0,Estonia
Gallbladder cancer,0,Estonia
Hodgkin lymphoma,0,Estonia
Kaposi sarcoma,0,Estonia
Kidney cancer,1,Estonia
Laryngeal cancer,0,Estonia
Leukemia,0,Estonia
Liver cancer,0,Estonia
Lung cancer,0,Estonia
Mesothelioma,0,Estonia
Mouth cancer,0,Estonia
Multiple myeloma,0,Estonia
Non-Hodgkin lymphoma,0,Estonia
Other cancer,0,Estonia
Ovarian cancer,0,Estonia
Pancreatic cancer,0,Estonia
Penile cancer,0,Estonia
Prostate cancer,0,Estonia
Rectal cancer,1,Estonia
Salivary gland cancer,0,Estonia
Skin cancer,0,Estonia
Stomach cancer,0,Estonia
Testicular cancer,0,Estonia
Throat cancer,0,Estonia
Thyroid cancer,0,Estonia
Undetermined cancer,0,Estonia
Uterine cancer,0,Estonia
Vaginal cancer,0,Estonia
Vulvar cancer,0,Estonia
Anal cancer,0,Guam
Bladder cancer,0,Guam
Brain cancer,0,Guam
Breast cancer,0,Guam
Cervical cancer,0,Guam
Colon cancer,0,Guam
Colorectal cancer,0,Guam
Esophageal cancer,0,Guam
Gallbladder cancer,0,Guam
Hodgkin lymphoma,0,Guam
Kaposi sarcoma,0,Guam
Kidney cancer,0,Guam
Laryngeal cancer,0,Guam
Leukemia,0,Guam
Liver cancer,0,Guam
Lung cancer,0,Guam
Mesothelioma,0,Guam
Mouth cancer,0,Guam
Multiple myeloma,0,Guam
Non-Hodgkin lymphoma,0,Guam
Other cancer,0,Guam
Ovarian cancer,0,Guam
Pancreatic cancer,0,Guam
Penile cancer,0,Guam
Prostate cancer,0,Guam
Rectal cancer,0,Guam
Salivary gland cancer,0,Guam
Skin cancer,0,Guam
Stomach cancer,0,Guam
Testicular cancer,0,Guam
Throat cancer,0,Guam
Thyroid cancer,0,Guam
Undetermined cancer,0,Guam
Uterine cancer,0,Guam
Vaginal cancer,0,Guam
Vulvar cancer,0,Guam
Anal cancer,0,Vanuatu
Bladder cancer,0,Vanuatu
Brain cancer,0,Vanuatu
Breast cancer,0,Vanuatu
Cervical cancer,0,Vanuatu
Colon cancer,0,Vanuatu
Colorectal cancer,0,Vanuatu
Esophageal cancer,0,Vanuatu
Gallbladder cancer,0,Vanuatu
Hodgkin lymphoma,0,Vanuatu
Kaposi sarcoma,0,Vanuatu
Kidney cancer,0,Vanuatu
Laryngeal cancer,0,Vanuatu
Leukemia,0,Vanuatu
Liver cancer,0,Vanuatu
Lung cancer,0,Vanuatu
Mesothelioma,0,Vanuatu
Mouth cancer,0,Vanuatu
Multiple myeloma,0,Vanuatu
Non-Hodgkin lymphoma,0,Vanuatu
Other cancer,0,Vanuatu
Ovarian cancer,0,Vanuatu
Pancreatic cancer,0,Vanuatu
Penile cancer,0,Vanuatu
Prostate cancer,0,Vanuatu
Rectal cancer,0,Vanuatu
Salivary gland cancer,0,Vanuatu
Skin cancer,0,Vanuatu
Stomach cancer,0,Vanuatu
Testicular cancer,0,Vanuatu
Throat cancer,0,Vanuatu
Thyroid cancer,0,Vanuatu
Undetermined cancer,0,Vanuatu
Uterine cancer,0,Vanuatu
Vaginal cancer,0,Vanuatu
Vulvar cancer,0,Vanuatu
Anal cancer,0,Bahamas
Bladder cancer,0,Bahamas
Brain cancer,0,Bahamas
Breast cancer,0,Bahamas
Cervical cancer,0,Bahamas
Colon cancer,0,Bahamas
Colorectal cancer,0,Bahamas
Esophageal cancer,0,Bahamas
Gallbladder cancer,0,Bahamas
Hodgkin lymphoma,0,Bahamas
Kaposi sarcoma,0,Bahamas
Kidney cancer,0,Bahamas
Laryngeal cancer,0,Bahamas
Leukemia,0,Bahamas
Liver cancer,0,Bahamas
Lung cancer,0,Bahamas
Mesothelioma,0,Bahamas
Mouth cancer,0,Bahamas
Multiple myeloma,0,Bahamas
Non-Hodgkin lymphoma,0,Bahamas
Other cancer,0,Bahamas
Ovarian cancer,0,Bahamas
Pancreatic cancer,0,Bahamas
Penile cancer,0,Bahamas
Prostate cancer,0,Bahamas
Rectal cancer,0,Bahamas
Salivary gland cancer,0,Bahamas
Skin cancer,0,Bahamas
Stomach cancer,0,Bahamas
Testicular cancer,0,Bahamas
Throat cancer,0,Bahamas
Thyroid cancer,0,Bahamas
Undetermined cancer,0,Bahamas
Uterine cancer,0,Bahamas
Vaginal cancer,0,Bahamas
Vulvar cancer,0,Bahamas
Anal cancer,0,Azerbaijan
Bladder cancer,0,Azerbaijan
Brain cancer,0,Azerbaijan
Breast cancer,1,Azerbaijan
Cervical cancer,0,Azerbaijan
Colon cancer,0,Azerbaijan
Colorectal cancer,0,Azerbaijan
Esophageal cancer,0,Azerbaijan
Gallbladder cancer,0,Azerbaijan
Hodgkin lymphoma,0,Azerbaijan
Kaposi sarcoma,0,Azerbaijan
Kidney cancer,0,Azerbaijan
Laryngeal cancer,0,Azerbaijan
Leukemia,0,Azerbaijan
Liver cancer,0,Azerbaijan
Lung cancer,0,Azerbaijan
Mesothelioma,0,Azerbaijan
Mouth cancer,0,Azerbaijan
Multiple myeloma,0,Azerbaijan
Non-Hodgkin lymphoma,0,Azerbaijan
Other cancer,0,Azerbaijan
Ovarian cancer,0,Azerbaijan
Pancreatic cancer,0,Azerbaijan
Penile cancer,0,Azerbaijan
Prostate cancer,0,Azerbaijan
Rectal cancer,0,Azerbaijan
Salivary gland cancer,0,Azerbaijan
Skin cancer,0,Azerbaijan
Stomach cancer,1,Azerbaijan
Testicular cancer,0,Azerbaijan
Throat cancer,0,Azerbaijan
Thyroid cancer,0,Azerbaijan
Undetermined cancer,0,Azerbaijan
Uterine cancer,0,Azerbaijan
Vaginal cancer,0,Azerbaijan
Vulvar cancer,0,Azerbaijan
Anal cancer,0,New Caledonia
Bladder cancer,0,New Caledonia
Brain cancer,0,New Caledonia
Breast cancer,0,New Caledonia
Cervical cancer,0,New Caledonia
Colon cancer,0,New Caledonia
Colorectal cancer,0,New Caledonia
Esophageal cancer,0,New Caledonia
Gallbladder cancer,0,New Caledonia
Hodgkin lymphoma,0,New Caledonia
Kaposi sarcoma,0,New Caledonia
Kidney cancer,0,New Caledonia
Laryngeal cancer,0,New Caledonia
Leukemia,0,New Caledonia
Liver cancer,0,New Caledonia
Lung cancer,0,New Caledonia
Mesothelioma,0,New Caledonia
Mouth cancer,0,New Caledonia
Multiple myeloma,0,New Caledonia
Non-Hodgkin lymphoma,0,New Caledonia
Other cancer,0,New Caledonia
Ovarian cancer,0,New Caledonia
Pancreatic cancer,0,New Caledonia
Penile cancer,0,New Caledonia
Prostate cancer,0,New Caledonia
Rectal cancer,0,New Caledonia
Salivary gland cancer,0,New Caledonia
Skin cancer,0,New Caledonia
Stomach cancer,0,New Caledonia
Testicular cancer,0,New Caledonia
Throat cancer,0,New Caledonia
Thyroid cancer,0,New Caledonia
Undetermined cancer,0,New Caledonia
Uterine cancer,0,New Caledonia
Vaginal cancer,0,New Caledonia
Vulvar cancer,0,New Caledonia
Anal cancer,0,Romania
Bladder cancer,7,Romania
Brain cancer,0,Romania
Breast cancer,5,Romania
Cervical cancer,2,Romania
Colon cancer,4,Romania
Colorectal cancer,8,Romania
Esophageal cancer,0,Romania
Gallbladder cancer,0,Romania
Hodgkin lymphoma,0,Romania
Kaposi sarcoma,0,Romania
Kidney cancer,0,Romania
Laryngeal cancer,2,Romania
Leukemia,2,Romania
Liver cancer,3,Romania
Lung cancer,3,Romania
Mesothelioma,0,Romania
Mouth cancer,0,Romania
Multiple myeloma,0,Romania
Non-Hodgkin lymphoma,0,Romania
Other cancer,0,Romania
Ovarian cancer,3,Romania
Pancreatic cancer,3,Romania
Penile cancer,0,Romania
Prostate cancer,1,Romania
Rectal cancer,1,Romania
Salivary gland cancer,0,Romania
Skin cancer,4,Romania
Stomach cancer,2,Romania
Testicular cancer,0,Romania
Throat cancer,0,Romania
Thyroid cancer,0,Romania
Undetermined cancer,0,Romania
Uterine cancer,0,Romania
Vaginal cancer,0,Romania
Vulvar cancer,0,Romania
Anal cancer,0,Malta
Bladder cancer,0,Malta
Brain cancer,0,Malta
Breast cancer,0,Malta
Cervical cancer,0,Malta
Colon cancer,0,Malta
Colorectal cancer,0,Malta
Esophageal cancer,0,Malta
Gallbladder cancer,0,Malta
Hodgkin lymphoma,0,Malta
Kaposi sarcoma,0,Malta
Kidney cancer,0,Malta
Laryngeal cancer,0,Malta
Leukemia,1,Malta
Liver cancer,0,Malta
Lung cancer,0,Malta
Mesothelioma,0,Malta
Mouth cancer,0,Malta
Multiple myeloma,0,Malta
Non-Hodgkin lymphoma,0,Malta
Other cancer,0,Malta
Ovarian cancer,0,Malta
Pancreatic cancer,0,Malta
Penile cancer,0,Malta
Prostate cancer,0,Malta
Rectal cancer,0,Malta
Salivary gland cancer,0,Malta
Skin cancer,0,Malta
Stomach cancer,0,Malta
Testicular cancer,0,Malta
Throat cancer,0,Malta
Thyroid cancer,0,Malta
Undetermined cancer,0,Malta
Uterine cancer,0,Malta
Vaginal cancer,0,Malta
Vulvar cancer,0,Malta
Anal cancer,0,Maldives
Bladder cancer,0,Maldives
Brain cancer,0,Maldives
Breast cancer,0,Maldives
Cervical cancer,0,Maldives
Colon cancer,0,Maldives
Colorectal cancer,0,Maldives
Esophageal cancer,0,Maldives
Gallbladder cancer,0,Maldives
Hodgkin lymphoma,0,Maldives
Kaposi sarcoma,0,Maldives
Kidney cancer,0,Maldives
Laryngeal cancer,0,Maldives
Leukemia,0,Maldives
Liver cancer,0,Maldives
Lung cancer,0,Maldives
Mesothelioma,0,Maldives
Mouth cancer,0,Maldives
Multiple myeloma,0,Maldives
Non-Hodgkin lymphoma,0,Maldives
Other cancer,0,Maldives
Ovarian cancer,0,Maldives
Pancreatic cancer,0,Maldives
Penile cancer,0,Maldives
Prostate cancer,0,Maldives
Rectal cancer,0,Maldives
Salivary gland cancer,0,Maldives
Skin cancer,0,Maldives
Stomach cancer,0,Maldives
Testicular cancer,0,Maldives
Throat cancer,0,Maldives
Thyroid cancer,0,Maldives
Undetermined cancer,0,Maldives
Uterine cancer,0,Maldives
Vaginal cancer,0,Maldives
Vulvar cancer,0,Maldives
Anal cancer,0,Cote d'Ivoire
Bladder cancer,0,Cote d'Ivoire
Brain cancer,0,Cote d'Ivoire
Breast cancer,0,Cote d'Ivoire
Cervical cancer,0,Cote d'Ivoire
Colon cancer,0,Cote d'Ivoire
Colorectal cancer,0,Cote d'Ivoire
Esophageal cancer,0,Cote d'Ivoire
Gallbladder cancer,0,Cote d'Ivoire
Hodgkin lymphoma,0,Cote d'Ivoire
Kaposi sarcoma,0,Cote d'Ivoire
Kidney cancer,0,Cote d'Ivoire
Laryngeal cancer,0,Cote d'Ivoire
Leukemia,0,Cote d'Ivoire
Liver cancer,1,Cote d'Ivoire
Lung cancer,1,Cote d'Ivoire
Mesothelioma,0,Cote d'Ivoire
Mouth cancer,0,Cote d'Ivoire
Multiple myeloma,0,Cote d'Ivoire
Non-Hodgkin lymphoma,0,Cote d'Ivoire
Other cancer,0,Cote d'Ivoire
Ovarian cancer,0,Cote d'Ivoire
Pancreatic cancer,0,Cote d'Ivoire
Penile cancer,0,Cote d'Ivoire
Prostate cancer,0,Cote d'Ivoire
Rectal cancer,0,Cote d'Ivoire
Salivary gland cancer,0,Cote d'Ivoire
Skin cancer,0,Cote d'Ivoire
Stomach cancer,0,Cote d'Ivoire
Testicular cancer,0,Cote d'Ivoire
Throat cancer,0,Cote d'Ivoire
Thyroid cancer,0,Cote d'Ivoire
Undetermined cancer,0,Cote d'Ivoire
Uterine cancer,0,Cote d'Ivoire
Vaginal cancer,0,Cote d'Ivoire
Vulvar cancer,0,Cote d'Ivoire
Anal cancer,0,Paraguay
Bladder cancer,0,Paraguay
Brain cancer,0,Paraguay
Breast cancer,0,Paraguay
Cervical cancer,0,Paraguay
Colon cancer,0,Paraguay
Colorectal cancer,0,Paraguay
Esophageal cancer,0,Paraguay
Gallbladder cancer,0,Paraguay
Hodgkin lymphoma,0,Paraguay
Kaposi sarcoma,0,Paraguay
Kidney cancer,0,Paraguay
Laryngeal cancer,0,Paraguay
Leukemia,0,Paraguay
Liver cancer,0,Paraguay
Lung cancer,0,Paraguay
Mesothelioma,0,Paraguay
Mouth cancer,0,Paraguay
Multiple myeloma,0,Paraguay
Non-Hodgkin lymphoma,0,Paraguay
Other cancer,0,Paraguay
Ovarian cancer,0,Paraguay
Pancreatic cancer,0,Paraguay
Penile cancer,0,Paraguay
Prostate cancer,0,Paraguay
Rectal cancer,0,Paraguay
Salivary gland cancer,0,Paraguay
Skin cancer,0,Paraguay
Stomach cancer,0,Paraguay
Testicular cancer,0,Paraguay
Throat cancer,0,Paraguay
Thyroid cancer,0,Paraguay
Undetermined cancer,0,Paraguay
Uterine cancer,0,Paraguay
Vaginal cancer,0,Paraguay
Vulvar cancer,0,Paraguay
Anal cancer,0,Timor-Leste
Bladder cancer,0,Timor-Leste
Brain cancer,0,Timor-Leste
Breast cancer,0,Timor-Leste
Cervical cancer,0,Timor-Leste
Colon cancer,0,Timor-Leste
Colorectal cancer,0,Timor-Leste
Esophageal cancer,0,Timor-Leste
Gallbladder cancer,0,Timor-Leste
Hodgkin lymphoma,0,Timor-Leste
Kaposi sarcoma,0,Timor-Leste
Kidney cancer,0,Timor-Leste
Laryngeal cancer,0,Timor-Leste
Leukemia,0,Timor-Leste
Liver cancer,0,Timor-Leste
Lung cancer,0,Timor-Leste
Mesothelioma,0,Timor-Leste
Mouth cancer,0,Timor-Leste
Multiple myeloma,0,Timor-Leste
Non-Hodgkin lymphoma,0,Timor-Leste
Other cancer,0,Timor-Leste
Ovarian cancer,0,Timor-Leste
Pancreatic cancer,0,Timor-Leste
Penile cancer,0,Timor-Leste
Prostate cancer,0,Timor-Leste
Rectal cancer,0,Timor-Leste
Salivary gland cancer,0,Timor-Leste
Skin cancer,0,Timor-Leste
Stomach cancer,0,Timor-Leste
Testicular cancer,0,Timor-Leste
Throat cancer,0,Timor-Leste
Thyroid cancer,0,Timor-Leste
Undetermined cancer,0,Timor-Leste
Uterine cancer,0,Timor-Leste
Vaginal cancer,0,Timor-Leste
Vulvar cancer,0,Timor-Leste
Anal cancer,0,Cyprus
Bladder cancer,0,Cyprus
Brain cancer,0,Cyprus
Breast cancer,2,Cyprus
Cervical cancer,0,Cyprus
Colon cancer,0,Cyprus
Colorectal cancer,2,Cyprus
Esophageal cancer,0,Cyprus
Gallbladder cancer,0,Cyprus
Hodgkin lymphoma,0,Cyprus
Kaposi sarcoma,0,Cyprus
Kidney cancer,0,Cyprus
Laryngeal cancer,0,Cyprus
Leukemia,0,Cyprus
Liver cancer,0,Cyprus
Lung cancer,0,Cyprus
Mesothelioma,0,Cyprus
Mouth cancer,0,Cyprus
Multiple myeloma,0,Cyprus
Non-Hodgkin lymphoma,0,Cyprus
Other cancer,0,Cyprus
Ovarian cancer,0,Cyprus
Pancreatic cancer,0,Cyprus
Penile cancer,0,Cyprus
Prostate cancer,1,Cyprus
Rectal cancer,0,Cyprus
Salivary gland cancer,0,Cyprus
Skin cancer,0,Cyprus
Stomach cancer,0,Cyprus
Testicular cancer,2,Cyprus
Throat cancer,0,Cyprus
Thyroid cancer,1,Cyprus
Undetermined cancer,0,Cyprus
Uterine cancer,0,Cyprus
Vaginal cancer,0,Cyprus
Vulvar cancer,0,Cyprus
Anal cancer,0,Vietnam
Bladder cancer,0,Vietnam
Brain cancer,1,Vietnam
Breast cancer,1,Vietnam
Cervical cancer,1,Vietnam
Colon cancer,0,Vietnam
Colorectal cancer,0,Vietnam
Esophageal cancer,0,Vietnam
Gallbladder cancer,0,Vietnam
Hodgkin lymphoma,0,Vietnam
Kaposi sarcoma,0,Vietnam
Kidney cancer,0,Vietnam
Laryngeal cancer,0,Vietnam
Leukemia,2,Vietnam
Liver cancer,1,Vietnam
Lung cancer,1,Vietnam
Mesothelioma,0,Vietnam
Mouth cancer,0,Vietnam
Multiple myeloma,0,Vietnam
Non-Hodgkin lymphoma,1,Vietnam
Other cancer,0,Vietnam
Ovarian cancer,0,Vietnam
Pancreatic cancer,0,Vietnam
Penile cancer,0,Vietnam
Prostate cancer,0,Vietnam
Rectal cancer,0,Vietnam
Salivary gland cancer,0,Vietnam
Skin cancer,0,Vietnam
Stomach cancer,0,Vietnam
Testicular cancer,0,Vietnam
Throat cancer,0,Vietnam
Thyroid cancer,0,Vietnam
Undetermined cancer,0,Vietnam
Uterine cancer,0,Vietnam
Vaginal cancer,0,Vietnam
Vulvar cancer,0,Vietnam
Anal cancer,0,Czechia
Bladder cancer,2,Czechia
Brain cancer,2,Czechia
Breast cancer,18,Czechia
Cervical cancer,8,Czechia
Colon cancer,2,Czechia
Colorectal cancer,17,Czechia
Esophageal cancer,2,Czechia
Gallbladder cancer,0,Czechia
Hodgkin lymphoma,5,Czechia
Kaposi sarcoma,0,Czechia
Kidney cancer,6,Czechia
Laryngeal cancer,0,Czechia
Leukemia,34,Czechia
Liver cancer,1,Czechia
Lung cancer,1,Czechia
Mesothelioma,0,Czechia
Mouth cancer,1,Czechia
Multiple myeloma,31,Czechia
Non-Hodgkin lymphoma,12,Czechia
Other cancer,0,Czechia
Ovarian cancer,3,Czechia
Pancreatic cancer,5,Czechia
Penile cancer,0,Czechia
Prostate cancer,12,Czechia
Rectal cancer,4,Czechia
Salivary gland cancer,0,Czechia
Skin cancer,7,Czechia
Stomach cancer,0,Czechia
Testicular cancer,1,Czechia
Throat cancer,0,Czechia
Thyroid cancer,3,Czechia
Undetermined cancer,0,Czechia
Uterine cancer,7,Czechia
Vaginal cancer,0,Czechia
Vulvar cancer,1,Czechia
Anal cancer,0,Bolivia
Bladder cancer,0,Bolivia
Brain cancer,0,Bolivia
Breast cancer,0,Bolivia
Cervical cancer,0,Bolivia
Colon cancer,0,Bolivia
Colorectal cancer,0,Bolivia
Esophageal cancer,0,Bolivia
Gallbladder cancer,0,Bolivia
Hodgkin lymphoma,0,Bolivia
Kaposi sarcoma,0,Bolivia
Kidney cancer,0,Bolivia
Laryngeal cancer,0,Bolivia
Leukemia,0,Bolivia
Liver cancer,0,Bolivia
Lung cancer,0,Bolivia
Mesothelioma,0,Bolivia
Mouth cancer,0,Bolivia
Multiple myeloma,0,Bolivia
Non-Hodgkin lymphoma,0,Bolivia
Other cancer,0,Bolivia
Ovarian cancer,0,Bolivia
Pancreatic cancer,0,Bolivia
Penile cancer,0,Bolivia
Prostate cancer,0,Bolivia
Rectal cancer,0,Bolivia
Salivary gland cancer,0,Bolivia
Skin cancer,0,Bolivia
Stomach cancer,0,Bolivia
Testicular cancer,0,Bolivia
Throat cancer,0,Bolivia
Thyroid cancer,0,Bolivia
Undetermined cancer,0,Bolivia
Uterine cancer,0,Bolivia
Vaginal cancer,0,Bolivia
Vulvar cancer,0,Bolivia
Anal cancer,0,Ireland
Bladder cancer,0,Ireland
Brain cancer,2,Ireland
Breast cancer,45,Ireland
Cervical cancer,3,Ireland
Colon cancer,2,Ireland
Colorectal cancer,4,Ireland
Esophageal cancer,10,Ireland
Gallbladder cancer,0,Ireland
Hodgkin lymphoma,0,Ireland
Kaposi sarcoma,0,Ireland
Kidney cancer,2,Ireland
Laryngeal cancer,0,Ireland
Leukemia,8,Ireland
Liver cancer,1,Ireland
Lung cancer,1,Ireland
Mesothelioma,0,Ireland
Mouth cancer,0,Ireland
Multiple myeloma,5,Ireland
Non-Hodgkin lymphoma,0,Ireland
Other cancer,0,Ireland
Ovarian cancer,4,Ireland
Pancreatic cancer,2,Ireland
Penile cancer,1,Ireland
Prostate cancer,15,Ireland
Rectal cancer,3,Ireland
Salivary gland cancer,0,Ireland
Skin cancer,12,Ireland
Stomach cancer,0,Ireland
Testicular cancer,1,Ireland
Throat cancer,0,Ireland
Thyroid cancer,0,Ireland
Undetermined cancer,0,Ireland
Uterine cancer,2,Ireland
Vaginal cancer,0,Ireland
Vulvar cancer,0,Ireland
Anal cancer,0,Mauritania
Bladder cancer,0,Mauritania
Brain cancer,0,Mauritania
Breast cancer,0,Mauritania
Cervical cancer,0,Mauritania
Colon cancer,0,Mauritania
Colorectal cancer,0,Mauritania
Esophageal cancer,0,Mauritania
Gallbladder cancer,0,Mauritania
Hodgkin lymphoma,0,Mauritania
Kaposi sarcoma,0,Mauritania
Kidney cancer,0,Mauritania
Laryngeal cancer,0,Mauritania
Leukemia,0,Mauritania
Liver cancer,0,Mauritania
Lung cancer,0,Mauritania
Mesothelioma,0,Mauritania
Mouth cancer,0,Mauritania
Multiple myeloma,0,Mauritania
Non-Hodgkin lymphoma,0,Mauritania
Other cancer,0,Mauritania
Ovarian cancer,0,Mauritania
Pancreatic cancer,0,Mauritania
Penile cancer,0,Mauritania
Prostate cancer,0,Mauritania
Rectal cancer,0,Mauritania
Salivary gland cancer,0,Mauritania
Skin cancer,0,Mauritania
Stomach cancer,0,Mauritania
Testicular cancer,0,Mauritania
Throat cancer,0,Mauritania
Thyroid cancer,0,Mauritania
Undetermined cancer,0,Mauritania
Uterine cancer,0,Mauritania
Vaginal cancer,0,Mauritania
Vulvar cancer,0,Mauritania
Anal cancer,0,Sudan
Bladder cancer,0,Sudan
Brain cancer,0,Sudan
Breast cancer,1,Sudan
Cervical cancer,0,Sudan
Colon cancer,0,Sudan
Colorectal cancer,0,Sudan
Esophageal cancer,0,Sudan
Gallbladder cancer,0,Sudan
Hodgkin lymphoma,0,Sudan
Kaposi sarcoma,0,Sudan
Kidney cancer,0,Sudan
Laryngeal cancer,0,Sudan
Leukemia,0,Sudan
Liver cancer,0,Sudan
Lung cancer,0,Sudan
Mesothelioma,0,Sudan
Mouth cancer,0,Sudan
Multiple myeloma,0,Sudan
Non-Hodgkin lymphoma,0,Sudan
Other cancer,0,Sudan
Ovarian cancer,0,Sudan
Pancreatic cancer,0,Sudan
Penile cancer,0,Sudan
Prostate cancer,0,Sudan
Rectal cancer,0,Sudan
Salivary gland cancer,0,Sudan
Skin cancer,0,Sudan
Stomach cancer,0,Sudan
Testicular cancer,0,Sudan
Throat cancer,0,Sudan
Thyroid cancer,0,Sudan
Undetermined cancer,0,Sudan
Uterine cancer,0,Sudan
Vaginal cancer,0,Sudan
Vulvar cancer,0,Sudan
Anal cancer,0,Bhutan
Bladder cancer,0,Bhutan
Brain cancer,0,Bhutan
Breast cancer,0,Bhutan
Cervical cancer,0,Bhutan
Colon cancer,0,Bhutan
Colorectal cancer,0,Bhutan
Esophageal cancer,0,Bhutan
Gallbladder cancer,0,Bhutan
Hodgkin lymphoma,0,Bhutan
Kaposi sarcoma,0,Bhutan
Kidney cancer,0,Bhutan
Laryngeal cancer,0,Bhutan
Leukemia,0,Bhutan
Liver cancer,0,Bhutan
Lung cancer,0,Bhutan
Mesothelioma,0,Bhutan
Mouth cancer,0,Bhutan
Multiple myeloma,0,Bhutan
Non-Hodgkin lymphoma,0,Bhutan
Other cancer,0,Bhutan
Ovarian cancer,0,Bhutan
Pancreatic cancer,0,Bhutan
Penile cancer,0,Bhutan
Prostate cancer,0,Bhutan
Rectal cancer,0,Bhutan
Salivary gland cancer,0,Bhutan
Skin cancer,0,Bhutan
Stomach cancer,0,Bhutan
Testicular cancer,0,Bhutan
Throat cancer,0,Bhutan
Thyroid cancer,0,Bhutan
Undetermined cancer,0,Bhutan
Uterine cancer,0,Bhutan
Vaginal cancer,0,Bhutan
Vulvar cancer,0,Bhutan
Anal cancer,0,Guinea
Bladder cancer,0,Guinea
Brain cancer,0,Guinea
Breast cancer,0,Guinea
Cervical cancer,0,Guinea
Colon cancer,0,Guinea
Colorectal cancer,0,Guinea
Esophageal cancer,0,Guinea
Gallbladder cancer,0,Guinea
Hodgkin lymphoma,0,Guinea
Kaposi sarcoma,0,Guinea
Kidney cancer,0,Guinea
Laryngeal cancer,0,Guinea
Leukemia,0,Guinea
Liver cancer,0,Guinea
Lung cancer,0,Guinea
Mesothelioma,0,Guinea
Mouth cancer,0,Guinea
Multiple myeloma,0,Guinea
Non-Hodgkin lymphoma,0,Guinea
Other cancer,0,Guinea
Ovarian cancer,0,Guinea
Pancreatic cancer,0,Guinea
Penile cancer,0,Guinea
Prostate cancer,0,Guinea
Rectal cancer,0,Guinea
Salivary gland cancer,0,Guinea
Skin cancer,0,Guinea
Stomach cancer,0,Guinea
Testicular cancer,0,Guinea
Throat cancer,0,Guinea
