Country,Cancer,ASR,Crude rate
Mexico,Kidney cancer,4.5,4.9
Mongolia,Kidney cancer,4.3,3.9
Moldova,Kidney cancer,5.8,8.8
Montenegro,Kidney cancer,4.0,7.6
Morocco,Kidney cancer,1.9,2.0
Mozambique,Kidney cancer,0.71,0.76
Oman,Kidney cancer,2.4,1.8
Namibia,Kidney cancer,2.6,1.9
Nepal,Kidney cancer,0.53,0.46
Netherlands,Kidney cancer,8.3,17.3
New Caledonia,Kidney cancer,5.2,7.6
Vanuatu,Kidney cancer,0.0,0.0
New Zealand,Kidney cancer,7.7,13.7
Nicaragua,Kidney cancer,2.7,2.4
Niger,Kidney cancer,1.5,0.87
Nigeria,Kidney cancer,0.93,0.76
Norway,Kidney cancer,11.1,20.4
Pakistan,Kidney cancer,1.7,1.3
Panama,Kidney cancer,3.8,4.4
Papua New Guinea,Kidney cancer,1.1,0.68
Paraguay,Kidney cancer,2.8,2.6
Peru,Kidney cancer,5.0,6.0
Philippines,Kidney cancer,2.9,2.6
Poland,Kidney cancer,7.6,15.0
Portugal,Kidney cancer,7.2,16.0
Guinea-Bissau,Kidney cancer,0.85,0.58
Timor-Leste,Kidney cancer,1.0,0.73
Puerto Rico,Kidney cancer,4.7,9.0
Qatar,Kidney cancer,1.6,1.3
Reunion,Kidney cancer,3.8,6.1
Romania,Kidney cancer,7.5,13.9
Russia,Kidney cancer,11.8,20.0
Rwanda,Kidney cancer,0.8,0.81
St. Lucia,Kidney cancer,3.1,4.3
Sao Tome and Principe,Kidney cancer,0.37,0.44
Saudi Arabia,Kidney cancer,2.5,2.3
Senegal,Kidney cancer,1.2,0.97
Serbia,Kidney cancer,6.5,11.2
Sierra Leone,Kidney cancer,0.04,0.02
Singapore,Kidney cancer,7.0,12.7
Slovakia,Kidney cancer,11.1,21.7
Vietnam,Kidney cancer,2.0,2.3
Slovenia,Kidney cancer,8.5,18.6
Somalia,Kidney cancer,2.0,1.3
South Africa,Kidney cancer,2.6,2.3
Zimbabwe,Kidney cancer,1.5,1.0
Spain,Kidney cancer,8.8,18.6
South Sudan,Kidney cancer,1.5,1.1
Sudan,Kidney cancer,1.9,1.3
Suriname,Kidney cancer,1.3,1.5
Eswatini,Kidney cancer,0.51,0.42
Sweden,Kidney cancer,9.1,16.8
Switzerland,Kidney cancer,5.8,12.1
Syria,Kidney cancer,2.9,2.3
Tajikistan,Kidney cancer,2.0,1.5
Thailand,Kidney cancer,1.7,2.9
Togo,Kidney cancer,1.3,0.9
Trinidad and Tobago,Kidney cancer,4.7,6.6
United Arab Emirates,Kidney cancer,2.7,1.2
Tunisia,Kidney cancer,2.2,2.7
Türkiye,Kidney cancer,5.3,6.3
Turkmenistan,Kidney cancer,3.8,3.4
Uganda,Kidney cancer,1.3,1.0
Ukraine,Kidney cancer,8.0,13.6
North Macedonia,Kidney cancer,2.9,4.8
Egypt,Kidney cancer,2.4,2.1
United Kingdom,Kidney cancer,10.0,20.0
Tanzania,Kidney cancer,1.4,1.1
United States,Kidney cancer,12.8,21.4
Burkina Faso,Kidney cancer,1.9,1.7
Uruguay,Kidney cancer,14.0,22.2
Uzbekistan,Kidney cancer,2.4,2.2
Venezuela,Kidney cancer,6.6,7.4
Samoa,Kidney cancer,7.8,6.4
Yemen,Kidney cancer,0.62,0.54
Zambia,Kidney cancer,0.71,0.6
"Micronesia, Fed. Sts.",Kidney cancer,2.1,2.3
Afghanistan,Laryngeal cancer,1.2,0.6
Albania,Laryngeal cancer,3.3,5.9
Algeria,Laryngeal cancer,2.2,2.1
Angola,Laryngeal cancer,2.2,0.92
Azerbaijan,Laryngeal cancer,3.1,3.8
Argentina,Laryngeal cancer,2.1,2.8
Australia,Laryngeal cancer,1.2,2.2
Austria,Laryngeal cancer,1.8,3.7
Bahamas,Laryngeal cancer,1.8,2.3
Bahrain,Laryngeal cancer,1.3,0.73
Bangladesh,Laryngeal cancer,3.9,3.6
Armenia,Laryngeal cancer,2.9,4.6
Barbados,Laryngeal cancer,1.3,3.1
Belgium,Laryngeal cancer,1.9,4.0
Bhutan,Laryngeal cancer,1.9,1.8
Bolivia,Laryngeal cancer,1.3,1.2
Bosnia and Herzegovina,Laryngeal cancer,4.2,8.3
Botswana,Laryngeal cancer,2.1,1.5
Brazil,Laryngeal cancer,3.1,4.1
Belize,Laryngeal cancer,1.8,1.7
Solomon Islands,Laryngeal cancer,1.3,0.97
Brunei Darussalam,Laryngeal cancer,0.17,0.22
Bulgaria,Laryngeal cancer,3.1,6.3
Myanmar,Laryngeal cancer,2.3,2.3
Burundi,Laryngeal cancer,1.2,0.49
Belarus,Laryngeal cancer,4.3,7.5
Cambodia,Laryngeal cancer,1.3,0.99
Cameroon,Laryngeal cancer,0.28,0.14
Canada,Laryngeal cancer,1.2,2.6
Cabo Verde,Laryngeal cancer,1.2,1.1
Central African Republic,Laryngeal cancer,0.55,0.26
Sri Lanka,Laryngeal cancer,2.5,3.7
Chad,Laryngeal cancer,0.39,0.32
Chile,Laryngeal cancer,0.71,1.3
China,Laryngeal cancer,1.2,2.1
Colombia,Laryngeal cancer,1.4,1.9
Comoros,Laryngeal cancer,0.44,0.22
Congo Republic,Laryngeal cancer,0.52,0.28
DR Congo,Laryngeal cancer,0.59,0.29
Costa Rica,Laryngeal cancer,1.1,1.6
Croatia,Laryngeal cancer,3.1,6.6
Cuba,Laryngeal cancer,8.3,16.3
Cyprus,Laryngeal cancer,2.1,3.6
Czechia,Laryngeal cancer,2.1,4.3
Benin,Laryngeal cancer,0.44,0.25
Denmark,Laryngeal cancer,1.9,4.0
Dominican Republic,Laryngeal cancer,2.7,2.9
Ecuador,Laryngeal cancer,0.75,0.82
El Salvador,Laryngeal cancer,0.59,0.73
Ethiopia,Laryngeal cancer,0.71,0.4
Eritrea,Laryngeal cancer,0.83,0.52
Estonia,Laryngeal cancer,2.3,4.6
Fiji,Laryngeal cancer,1.7,1.8
Finland,Laryngeal cancer,0.92,2.2
France,Laryngeal cancer,2.4,5.0
French Guiana,Laryngeal cancer,1.8,1.6
French Polynesia,Laryngeal cancer,2.4,3.2
Djibouti,Laryngeal cancer,0.75,0.59
Gabon,Laryngeal cancer,2.3,1.4
Georgia,Laryngeal cancer,4.4,7.5
Gambia,Laryngeal cancer,0.57,0.27
Palestine,Laryngeal cancer,2.6,1.5
Germany,Laryngeal cancer,1.8,4.4
Ghana,Laryngeal cancer,1.1,0.7
Greece,Laryngeal cancer,3.5,8.2
Guadeloupe,Laryngeal cancer,2.4,5.0
Guam,Laryngeal cancer,0.82,1.2
Guatemala,Laryngeal cancer,0.61,0.47
Guinea,Laryngeal cancer,0.93,0.46
Guyana,Laryngeal cancer,1.3,1.4
Haiti,Laryngeal cancer,0.98,0.79
Honduras,Laryngeal cancer,3.5,2.6
Hungary,Laryngeal cancer,4.5,8.5
Iceland,Laryngeal cancer,1.1,2.3
India,Laryngeal cancer,2.5,2.6
Indonesia,Laryngeal cancer,1.4,1.4
Iran,Laryngeal cancer,3.0,3.2
Iraq,Laryngeal cancer,2.4,1.3
Ireland,Laryngeal cancer,2.3,4.0
Israel,Laryngeal cancer,1.6,2.2
Italy,Laryngeal cancer,2.9,7.1
Cote d'Ivoire,Laryngeal cancer,1.0,0.49
Jamaica,Laryngeal cancer,1.5,2.0
Japan,Laryngeal cancer,1.4,4.1
Kazakhstan,Laryngeal cancer,2.3,2.6
Jordan,Laryngeal cancer,3.1,2.3
Kenya,Laryngeal cancer,1.3,0.65
North Korea,Laryngeal cancer,1.5,2.2
South Korea,Laryngeal cancer,1.1,2.5
Kuwait,Laryngeal cancer,1.4,1.1
Kyrgyz Republic,Laryngeal cancer,1.4,1.2
Laos,Laryngeal cancer,1.3,0.99
Lebanon,Laryngeal cancer,2.2,2.5
Lesotho,Laryngeal cancer,0.69,0.51
Latvia,Laryngeal cancer,2.9,5.9
Liberia,Laryngeal cancer,0.87,0.51
Libya,Laryngeal cancer,3.0,2.4
Lithuania,Laryngeal cancer,3.6,7.1
Luxembourg,Laryngeal cancer,2.1,3.6
Madagascar,Laryngeal cancer,0.68,0.39
Malawi,Laryngeal cancer,0.69,0.3
Malaysia,Laryngeal cancer,1.7,1.9
Maldives,Laryngeal cancer,1.3,0.92
Mali,Laryngeal cancer,0.82,0.36
Malta,Laryngeal cancer,2.5,5.4
Martinique,Laryngeal cancer,0.89,2.1
Mauritania,Laryngeal cancer,0.65,0.37
Mauritius,Laryngeal cancer,1.7,2.8
Mexico,Laryngeal cancer,0.75,0.87
Mongolia,Laryngeal cancer,1.2,1.0
Moldova,Laryngeal cancer,5.5,8.4
Montenegro,Laryngeal cancer,4.0,7.8
Morocco,Laryngeal cancer,2.8,3.2
Mozambique,Laryngeal cancer,0.42,0.23
Oman,Laryngeal cancer,1.2,0.77
Namibia,Laryngeal cancer,2.4,1.4
Nepal,Laryngeal cancer,1.8,1.5
Netherlands,Laryngeal cancer,1.7,3.8
New Caledonia,Laryngeal cancer,2.6,3.4
Vanuatu,Laryngeal cancer,1.6,1.2
New Zealand,Laryngeal cancer,1.4,2.7
Nicaragua,Laryngeal cancer,1.3,1.2
Niger,Laryngeal cancer,0.59,0.26
Nigeria,Laryngeal cancer,0.79,0.39
Norway,Laryngeal cancer,0.98,2.1
Pakistan,Laryngeal cancer,2.4,1.7
Panama,Laryngeal cancer,0.68,0.92
Papua New Guinea,Laryngeal cancer,2.1,1.3
Paraguay,Laryngeal cancer,1.8,1.7
Peru,Laryngeal cancer,0.58,0.74
Philippines,Laryngeal cancer,2.0,1.7
Poland,Laryngeal cancer,4.3,7.9
Portugal,Laryngeal cancer,3.5,7.2
Guinea-Bissau,Laryngeal cancer,0.32,0.15
Timor-Leste,Laryngeal cancer,0.65,0.44
Puerto Rico,Laryngeal cancer,1.9,4.5
Qatar,Laryngeal cancer,0.76,0.6
Reunion,Laryngeal cancer,2.8,4.4
Romania,Laryngeal cancer,5.1,9.5
Russia,Laryngeal cancer,2.9,4.9
Rwanda,Laryngeal cancer,0.93,0.51
St. Lucia,Laryngeal cancer,1.1,1.6
Sao Tome and Principe,Laryngeal cancer,1.6,0.88
Saudi Arabia,Laryngeal cancer,0.76,0.61
Senegal,Laryngeal cancer,0.65,0.33
Serbia,Laryngeal cancer,4.1,7.4
Sierra Leone,Laryngeal cancer,0.0,0.0
Singapore,Laryngeal cancer,1.5,3.0
Slovakia,Laryngeal cancer,3.0,5.5
Vietnam,Laryngeal cancer,1.8,2.2
Slovenia,Laryngeal cancer,2.8,5.9
Somalia,Laryngeal cancer,1.2,0.53
South Africa,Laryngeal cancer,1.9,1.6
Zimbabwe,Laryngeal cancer,1.2,0.58
Spain,Laryngeal cancer,3.1,6.5
South Sudan,Laryngeal cancer,0.99,0.53
Sudan,Laryngeal cancer,1.1,0.66
Suriname,Laryngeal cancer,0.83,1.0
Eswatini,Laryngeal cancer,0.27,0.17
Sweden,Laryngeal cancer,0.69,1.6
Switzerland,Laryngeal cancer,1.3,2.6
Syria,Laryngeal cancer,2.9,2.2
Tajikistan,Laryngeal cancer,0.31,0.2
Thailand,Laryngeal cancer,1.3,2.4
Togo,Laryngeal cancer,1.2,0.63
Trinidad and Tobago,Laryngeal cancer,1.3,2.1
United Arab Emirates,Laryngeal cancer,1.4,0.54
Tunisia,Laryngeal cancer,3.1,4.0
Türkiye,Laryngeal cancer,3.8,4.6
Turkmenistan,Laryngeal cancer,1.2,1.1
Uganda,Laryngeal cancer,1.4,0.5
Ukraine,Laryngeal cancer,3.5,6.0
North Macedonia,Laryngeal cancer,3.4,5.8
Egypt,Laryngeal cancer,2.1,1.7
United Kingdom,Laryngeal cancer,1.7,3.4
Tanzania,Laryngeal cancer,0.96,0.42
United States,Laryngeal cancer,2.0,3.6
Burkina Faso,Laryngeal cancer,0.87,0.41
Uruguay,Laryngeal cancer,3.1,5.1
Uzbekistan,Laryngeal cancer,0.48,0.45
Venezuela,Laryngeal cancer,2.3,2.7
Samoa,Laryngeal cancer,1.8,1.5
Yemen,Laryngeal cancer,2.0,1.0
Zambia,Laryngeal cancer,1.1,0.49
"Micronesia, Fed. Sts.",Laryngeal cancer,0.84,0.89
Afghanistan,Leukemia,3.3,2.9
Albania,Leukemia,7.4,10.1
Algeria,Leukemia,3.8,3.8
Angola,Leukemia,2.0,1.5
Azerbaijan,Leukemia,5.3,5.2
Argentina,Leukemia,5.3,6.5
Australia,Leukemia,11.7,20.5
Austria,Leukemia,7.4,13.4
Bahamas,Leukemia,5.8,6.2
Bahrain,Leukemia,5.2,3.8
Bangladesh,Leukemia,1.8,1.8
Armenia,Leukemia,4.4,5.7
Barbados,Leukemia,7.0,10.8
Belgium,Leukemia,10.5,19.0
Bhutan,Leukemia,2.6,2.5
Bolivia,Leukemia,4.9,5.2
Bosnia and Herzegovina,Leukemia,4.9,8.8
Botswana,Leukemia,1.5,1.4
Brazil,Leukemia,4.7,5.5
Belize,Leukemia,3.2,2.9
Solomon Islands,Leukemia,3.4,3.3
Brunei Darussalam,Leukemia,5.9,5.8
Bulgaria,Leukemia,5.6,9.3
Myanmar,Leukemia,3.6,3.4
Burundi,Leukemia,2.2,1.5
Belarus,Leukemia,8.2,12.9
Cambodia,Leukemia,4.7,4.2
Cameroon,Leukemia,1.8,1.3
Canada,Leukemia,11.7,22.2
Cabo Verde,Leukemia,1.6,1.4
Central African Republic,Leukemia,2.9,1.8
Sri Lanka,Leukemia,3.9,4.6
Chad,Leukemia,0.69,0.37
Chile,Leukemia,6.0,7.4
China,Leukemia,4.5,5.8
Colombia,Leukemia,6.1,6.6
Comoros,Leukemia,1.2,0.99
Congo Republic,Leukemia,2.4,1.8
DR Congo,Leukemia,2.2,1.5
Costa Rica,Leukemia,6.1,7.2
Croatia,Leukemia,8.8,17.0
Cuba,Leukemia,6.0,9.0
Cyprus,Leukemia,10.7,18.7
Czechia,Leukemia,7.4,15.5
Benin,Leukemia,3.0,2.2
Denmark,Leukemia,10.1,20.0
Dominican Republic,Leukemia,5.5,5.8
Ecuador,Leukemia,6.5,6.7
El Salvador,Leukemia,7.7,8.6
Ethiopia,Leukemia,5.0,3.9
Eritrea,Leukemia,4.5,3.5
Estonia,Leukemia,9.6,17.6
Fiji,Leukemia,7.0,7.0
Finland,Leukemia,7.7,14.7
France,Leukemia,10.1,20.6
French Guiana,Leukemia,6.9,6.7
French Polynesia,Leukemia,4.8,6.0
Djibouti,Leukemia,4.3,3.8
Gabon,Leukemia,1.3,1.2
Georgia,Leukemia,5.1,7.9
Gambia,Leukemia,0.89,0.82
Palestine,Leukemia,6.1,4.5
Germany,Leukemia,7.4,18.0
Ghana,Leukemia,1.7,1.5
Greece,Leukemia,8.8,18.8
Guadeloupe,Leukemia,5.8,10.3
Guam,Leukemia,2.3,2.9
Guatemala,Leukemia,6.1,5.6
Guinea,Leukemia,0.95,0.61
Guyana,Leukemia,4.0,3.9
Haiti,Leukemia,4.4,4.0
Honduras,Leukemia,7.1,6.6
Hungary,Leukemia,8.0,14.4
Iceland,Leukemia,7.0,11.0
India,Leukemia,3.6,3.6
Indonesia,Leukemia,5.2,5.0
Iran,Leukemia,7.4,7.5
Iraq,Leukemia,6.9,5.4
Ireland,Leukemia,7.4,11.3
Israel,Leukemia,7.6,10.6
Italy,Leukemia,8.5,17.9
Cote d'Ivoire,Leukemia,1.7,1.2
Jamaica,Leukemia,5.1,5.9
Japan,Leukemia,5.9,10.8
Kazakhstan,Leukemia,3.2,3.5
Jordan,Leukemia,7.0,6.0
Kenya,Leukemia,4.7,3.1
North Korea,Leukemia,4.7,5.3
South Korea,Leukemia,5.5,7.4
Kuwait,Leukemia,6.0,4.9
Kyrgyz Republic,Leukemia,3.8,3.6
Laos,Leukemia,5.0,4.6
Lebanon,Leukemia,6.8,7.4
Lesotho,Leukemia,0.67,0.55
Latvia,Leukemia,7.7,15.8
Liberia,Leukemia,1.2,0.9
Libya,Leukemia,5.4,4.7
Lithuania,Leukemia,8.5,17.8
Luxembourg,Leukemia,5.7,12.1
Madagascar,Leukemia,2.9,2.3
Malawi,Leukemia,0.86,0.72
Malaysia,Leukemia,6.0,5.9
Maldives,Leukemia,4.5,3.7
Mali,Leukemia,1.1,0.8
Malta,Leukemia,6.1,11.5
Martinique,Leukemia,6.5,16.0
Mauritania,Leukemia,1.5,1.1
Mauritius,Leukemia,4.1,4.7
Mexico,Leukemia,5.7,5.7
Mongolia,Leukemia,1.8,1.7
Moldova,Leukemia,5.0,6.2
Montenegro,Leukemia,4.9,7.2
Morocco,Leukemia,3.8,4.0
Mozambique,Leukemia,1.7,1.6
Oman,Leukemia,5.3,4.5
Namibia,Leukemia,2.9,2.3
Nepal,Leukemia,2.4,2.2
Netherlands,Leukemia,9.9,18.2
New Caledonia,Leukemia,7.8,9.6
Vanuatu,Leukemia,2.2,2.2
New Zealand,Leukemia,9.6,16.8
Nicaragua,Leukemia,7.2,7.1
Niger,Leukemia,2.2,1.3
Nigeria,Leukemia,2.1,1.1
Norway,Leukemia,9.7,17.1
Pakistan,Leukemia,3.5,3.4
Panama,Leukemia,7.1,7.7
Papua New Guinea,Leukemia,4.4,3.7
Paraguay,Leukemia,6.0,5.9
Peru,Leukemia,8.1,8.6
Philippines,Leukemia,6.6,6.2
Poland,Leukemia,6.9,13.7
Portugal,Leukemia,7.7,15.4
Guinea-Bissau,Leukemia,0.77,0.58
Timor-Leste,Leukemia,2.8,2.6
Puerto Rico,Leukemia,5.9,11.0
Qatar,Leukemia,4.5,3.5
Reunion,Leukemia,6.8,9.8
Romania,Leukemia,6.1,10.4
Russia,Leukemia,6.9,9.9
Rwanda,Leukemia,2.5,2.2
St. Lucia,Leukemia,4.8,7.0
Sao Tome and Principe,Leukemia,0.39,0.44
Saudi Arabia,Leukemia,4.8,4.3
Senegal,Leukemia,1.2,0.85
Serbia,Leukemia,7.2,10.4
Sierra Leone,Leukemia,0.05,0.02
Singapore,Leukemia,8.8,11.2
Slovakia,Leukemia,7.3,12.8
Vietnam,Leukemia,5.7,5.9
Slovenia,Leukemia,8.5,19.4
Somalia,Leukemia,4.5,3.2
South Africa,Leukemia,3.6,3.3
Zimbabwe,Leukemia,2.7,1.9
Spain,Leukemia,6.6,12.8
South Sudan,Leukemia,1.6,1.1
Sudan,Leukemia,4.0,2.8
Suriname,Leukemia,7.4,7.9
Eswatini,Leukemia,1.2,1.0
Sweden,Leukemia,8.8,16.0
Switzerland,Leukemia,8.2,14.8
Syria,Leukemia,8.4,7.2
Tajikistan,Leukemia,2.1,1.9
Thailand,Leukemia,5.1,6.3
Togo,Leukemia,2.1,1.5
Trinidad and Tobago,Leukemia,6.1,7.0
United Arab Emirates,Leukemia,5.6,3.0
Tunisia,Leukemia,5.3,5.8
Türkiye,Leukemia,6.8,7.4
Turkmenistan,Leukemia,3.7,3.5
Uganda,Leukemia,2.4,1.7
Ukraine,Leukemia,5.7,8.2
North Macedonia,Leukemia,4.0,6.3
Egypt,Leukemia,6.4,5.8
United Kingdom,Leukemia,8.4,15.7
Tanzania,Leukemia,1.5,1.1
United States,Leukemia,11.2,18.9
Burkina Faso,Leukemia,3.5,2.9
Uruguay,Leukemia,5.7,8.5
Uzbekistan,Leukemia,4.4,4.3
Venezuela,Leukemia,6.0,6.3
Samoa,Leukemia,3.3,3.0
Yemen,Leukemia,4.2,3.2
Zambia,Leukemia,1.6,1.2
"Micronesia, Fed. Sts.",Leukemia,2.3,2.5
Afghanistan,Mouth cancer,4.6,2.5
Albania,Mouth cancer,1.7,3.4
Algeria,Mouth cancer,0.75,0.76
Angola,Mouth cancer,3.4,1.7
Azerbaijan,Mouth cancer,1.8,2.0
Argentina,Mouth cancer,2.0,2.7
Australia,Mouth cancer,6.0,10.5
Austria,Mouth cancer,3.4,7.0
Bahamas,Mouth cancer,1.2,1.5
Bahrain,Mouth cancer,1.9,1.5
Bangladesh,Mouth cancer,10.3,9.6
Armenia,Mouth cancer,1.6,2.4
Barbados,Mouth cancer,1.6,4.2
Belgium,Mouth cancer,4.7,9.4
Bhutan,Mouth cancer,3.1,2.8
Bolivia,Mouth cancer,0.59,0.59
Bosnia and Herzegovina,Mouth cancer,2.3,4.7
Botswana,Mouth cancer,4.0,3.0
Brazil,Mouth cancer,3.8,5.1
Belize,Mouth cancer,0.0,0.0
Solomon Islands,Mouth cancer,2.4,1.7
Brunei Darussalam,Mouth cancer,0.41,0.45
Bulgaria,Mouth cancer,3.0,6.0
Myanmar,Mouth cancer,4.4,4.5
Burundi,Mouth cancer,1.8,0.8
Belarus,Mouth cancer,5.6,9.6
Cambodia,Mouth cancer,3.9,3.1
Cameroon,Mouth cancer,1.7,0.85
Canada,Mouth cancer,4.4,8.9
Cabo Verde,Mouth cancer,4.0,3.4
Central African Republic,Mouth cancer,1.4,0.74
Sri Lanka,Mouth cancer,8.1,11.9
Chad,Mouth cancer,1.7,0.89
Chile,Mouth cancer,1.2,1.8
China,Mouth cancer,1.5,2.6
Colombia,Mouth cancer,1.3,1.7
Comoros,Mouth cancer,1.5,0.77
Congo Republic,Mouth cancer,0.61,0.34
DR Congo,Mouth cancer,1.1,0.55
Costa Rica,Mouth cancer,1.4,2.1
Croatia,Mouth cancer,3.3,7.2
Cuba,Mouth cancer,5.0,9.4
Cyprus,Mouth cancer,2.0,3.4
Czechia,Mouth cancer,4.4,8.9
Benin,Mouth cancer,1.1,0.63
Denmark,Mouth cancer,3.8,7.7
Dominican Republic,Mouth cancer,1.3,1.5
Ecuador,Mouth cancer,1.2,1.4
El Salvador,Mouth cancer,1.2,1.5
Ethiopia,Mouth cancer,1.4,0.86
Eritrea,Mouth cancer,1.7,1.1
Estonia,Mouth cancer,4.2,7.6
Fiji,Mouth cancer,3.1,3.2
Finland,Mouth cancer,4.0,9.3
France,Mouth cancer,5.6,11.0
French Guiana,Mouth cancer,1.3,1.3
French Polynesia,Mouth cancer,3.3,4.6
Djibouti,Mouth cancer,1.6,1.4
Gabon,Mouth cancer,3.5,2.2
Georgia,Mouth cancer,3.0,5.2
Gambia,Mouth cancer,0.34,0.2
Palestine,Mouth cancer,1.2,0.71
Germany,Mouth cancer,2.8,6.7
Ghana,Mouth cancer,1.0,0.68
Greece,Mouth cancer,2.9,6.7
Guadeloupe,Mouth cancer,3.5,6.3
Guam,Mouth cancer,2.0,2.9
Guatemala,Mouth cancer,0.87,0.73
Guinea,Mouth cancer,1.1,0.6
Guyana,Mouth cancer,1.1,1.3
Haiti,Mouth cancer,1.3,1.2
Honduras,Mouth cancer,1.1,0.88
Hungary,Mouth cancer,6.3,11.8
Iceland,Mouth cancer,2.8,5.8
India,Mouth cancer,9.9,10.2
Indonesia,Mouth cancer,2.2,2.3
Iran,Mouth cancer,1.4,1.5
Iraq,Mouth cancer,1.2,0.69
Ireland,Mouth cancer,4.1,6.8
Israel,Mouth cancer,1.7,2.6
Italy,Mouth cancer,3.3,8.1
Cote d'Ivoire,Mouth cancer,1.3,0.72
Jamaica,Mouth cancer,0.81,1.1
Japan,Mouth cancer,3.1,8.8
Kazakhstan,Mouth cancer,2.7,3.1
Jordan,Mouth cancer,1.3,1.0
Kenya,Mouth cancer,2.7,1.3
North Korea,Mouth cancer,0.89,1.3
South Korea,Mouth cancer,1.6,3.3
Kuwait,Mouth cancer,1.5,1.5
Kyrgyz Republic,Mouth cancer,1.9,1.6
Laos,Mouth cancer,3.7,2.8
Lebanon,Mouth cancer,1.1,1.3
Lesotho,Mouth cancer,1.8,1.3
Latvia,Mouth cancer,4.4,8.3
Liberia,Mouth cancer,1.2,0.74
Libya,Mouth cancer,1.2,1.0
Lithuania,Mouth cancer,5.1,9.7
Luxembourg,Mouth cancer,1.8,3.4
Madagascar,Mouth cancer,2.3,1.3
Malawi,Mouth cancer,1.5,0.88
Malaysia,Mouth cancer,2.3,2.5
Maldives,Mouth cancer,1.1,0.74
Mali,Mouth cancer,2.4,1.2
Malta,Mouth cancer,3.5,7.7
Martinique,Mouth cancer,2.1,4.8
Mauritania,Mouth cancer,1.7,1.0
Mauritius,Mouth cancer,3.1,5.0
Mexico,Mouth cancer,1.0,1.2
Mongolia,Mouth cancer,1.5,1.2
Moldova,Mouth cancer,4.4,6.9
Montenegro,Mouth cancer,2.2,4.0
Morocco,Mouth cancer,1.7,1.9
Mozambique,Mouth cancer,1.2,0.73
Oman,Mouth cancer,1.8,1.4
Namibia,Mouth cancer,6.5,4.1
Nepal,Mouth cancer,3.6,3.2
Netherlands,Mouth cancer,4.1,9.1
New Caledonia,Mouth cancer,4.5,6.2
Vanuatu,Mouth cancer,2.1,1.6
New Zealand,Mouth cancer,4.0,7.3
Nicaragua,Mouth cancer,0.59,0.55
Niger,Mouth cancer,1.5,0.7
Nigeria,Mouth cancer,1.4,0.66
Norway,Mouth cancer,4.2,8.8
Pakistan,Mouth cancer,9.2,6.9
Panama,Mouth cancer,1.1,1.4
Papua New Guinea,Mouth cancer,17.5,12.4
Paraguay,Mouth cancer,1.8,1.7
Peru,Mouth cancer,1.7,2.1
Philippines,Mouth cancer,1.9,1.7
Poland,Mouth cancer,5.6,10.8
Portugal,Mouth cancer,6.3,12.8
Guinea-Bissau,Mouth cancer,1.1,0.53
Timor-Leste,Mouth cancer,1.1,0.73
Puerto Rico,Mouth cancer,3.0,6.4
Qatar,Mouth cancer,1.6,1.1
Reunion,Mouth cancer,5.0,7.7
Romania,Mouth cancer,5.6,10.6
Russia,Mouth cancer,3.9,6.7
Rwanda,Mouth cancer,1.1,0.68
St. Lucia,Mouth cancer,4.4,5.9
Sao Tome and Principe,Mouth cancer,0.0,0.0
Saudi Arabia,Mouth cancer,1.7,1.4
Senegal,Mouth cancer,1.7,1.0
Serbia,Mouth cancer,3.8,8.2
Sierra Leone,Mouth cancer,0.04,0.02
Singapore,Mouth cancer,2.3,4.3
Slovakia,Mouth cancer,6.4,11.3
Vietnam,Mouth cancer,2.0,2.5
Slovenia,Mouth cancer,3.7,7.7
Somalia,Mouth cancer,2.3,1.1
South Africa,Mouth cancer,3.1,2.7
Zimbabwe,Mouth cancer,1.4,0.74
Spain,Mouth cancer,3.6,8.6
South Sudan,Mouth cancer,1.8,1.0
Sudan,Mouth cancer,1.9,1.2
Suriname,Mouth cancer,1.7,1.8
Eswatini,Mouth cancer,1.1,0.59
Sweden,Mouth cancer,3.6,8.0
Switzerland,Mouth cancer,3.8,7.9
Syria,Mouth cancer,1.3,1.0
Tajikistan,Mouth cancer,1.3,0.81
Thailand,Mouth cancer,3.6,6.5
Togo,Mouth cancer,1.3,0.75
Trinidad and Tobago,Mouth cancer,2.0,3.1
United Arab Emirates,Mouth cancer,1.8,0.93
Tunisia,Mouth cancer,1.8,2.4
Türkiye,Mouth cancer,2.1,2.6
Turkmenistan,Mouth cancer,2.8,2.4
Uganda,Mouth cancer,2.3,0.95
Ukraine,Mouth cancer,4.3,7.6
North Macedonia,Mouth cancer,1.6,3.0
Egypt,Mouth cancer,1.8,1.5
United Kingdom,Mouth cancer,4.9,9.2
Tanzania,Mouth cancer,2.3,1.0
United States,Mouth cancer,4.6,8.2
Burkina Faso,Mouth cancer,1.9,1.0
Uruguay,Mouth cancer,3.0,5.0
Uzbekistan,Mouth cancer,3.2,2.9
Venezuela,Mouth cancer,1.9,2.2
Samoa,Mouth cancer,1.8,1.5
Yemen,Mouth cancer,1.8,0.92
Zambia,Mouth cancer,1.4,0.64
"Micronesia, Fed. Sts.",Mouth cancer,2.1,2.3
Afghanistan,Liver cancer,4.6,2.2
Albania,Liver cancer,3.2,6.3
Algeria,Liver cancer,1.7,1.7
Angola,Liver cancer,6.6,3.3
Azerbaijan,Liver cancer,5.4,6.5
Argentina,Liver cancer,3.7,5.4
Australia,Liver cancer,7.2,12.8
Austria,Liver cancer,4.9,11.8
Bahamas,Liver cancer,4.1,5.2
